SMILES,E0
C(O)CCCCCCCCCCCCC,-2421.49004
c1ccc2c3ccc(Cl)cc3C(O)(C(=O)O)c2c1,-2993.68876
NC(Cc2cc(I)c(Oc1ccc(O)c(I)c1)c(I)c2)C(O)=O,-4041.34459
c1ccc2Sc3ccc(CC(=O)O)cc3N(C)c2c1,-2971.9166
CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3,-3933.64025
c1c(S(=O)(=O)N)c(Cl)cc(O)c1C(=O)Nc2c(C)cccc2C,-4042.86014
OC(=O)c1ccccc1Nc2c(C)c(C)ccc2,-2822.35121
COc1ccc(cc1)C(O)(C2CC2)c3cncnc3,-3019.84953
COc1ccc2C=CC(=O)Oc2c1CC=C(C)C,-2943.77689
O=C(OC(C(C(C=CC1=O)(CC2)C)=C1C)C23)C3C,-2971.29546
O=C(NC(CCCC1)C1)NS(=O)(=O)c(ccc(c2)C(=O)C)c2,-3844.0282
CCOC(=O)C1(CCN(C)CC1)c2ccccc2,-2902.78655
COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C,-3493.50655
O=C(Nc(c(ccc1)C)c1C)C(N(CCC2)C)C2,-2807.9548
c1cc(OCC)ccc1C(=O)OCCN(CC)CC,-3225.2304
C1CCN2CC(C3)C4CCCCN4CC3C2C1,-2566.29486
O=C(O)CCCCCCCCCCCCCC,-2840.35577
CC2Nc1cc(Cl)c(cc1C(=O)N2c3ccccc3C)S(N)(=O)=O,-4069.83181
COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2,-3465.90152
c1c(C(C)(C)C)cc(C(C)(C)C)cc1OC(=O)NC,-3080.84324
OCCCCCCCCCCCCCCCC,-2721.43325
C(O)(c1ccc(Br)cc1)(c2ccc(Br)cc2)C(=O)OC(C)C,-3634.91149
CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-3724.14992
CN(C)CCCN2c1ccccc1Sc3ccc(C(F)(F)F)cc23,-4414.12642
O=C(N(CCCC1)C1)C=CC=Cc(ccc(OCO2)c23)c3,-3415.41322
CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,-3148.47771
CN1C2CC(CC1C3OC23)OC(=O)C(CO)c4ccccc4,-3737.693
O=C(OC(CC(N(C1C2)C)C2)C1)C(c(cccc3)c3)CO,-3471.17489
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,-3483.86676
c1c(O)cc2ccc3C4CCC(=O)C4(C)CCc3c2c1,-3044.97136
c1c(O)cc2CC=C3C4CCC(=O)C4(C)CCC3c2c1,-3071.97481
c1c(OC)c(O)c2C3(C4)CC(=O)C=CC3C(N(C)C4)Cc2c1,-3565.99019
CNCCCN2c1ccccc1CCc3ccccc23,-2879.88096
c1c(O)cc2CCC3C4CCC(O)C4(C)CCC3c2c1,-3126.58808
C1CCC(CC1)[Sn](C2CCCCC2)C3CCCCC3.O,-3068.6384
O=C(O)CCCCCCCCCCCCCCCCC,-3290.15139
c1ccc2C(O)=C(C(c3ccccc3)CC(=O)C)C(=O)Oc2c1,-3730.54327
CC(=O)CCC1C(=O)N(c2ccccc2)N(c3ccccc3)C1=O,-3834.2695
OC(c(c(c(nc1)ccc2)c2)c1)C(N(CCC3C4C=C)C4)C3,-3297.64226
c1ccc2Sc3ccccc3N(CC4CN(C)CCC4)c2c1,-3179.83139
CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C,-3202.69055
c1ccc2Sc3ccc(OC)cc3N(CC(C)CN(C)C)c2c1,-3501.81333
C1C(=O)C=C2CCC3C4CCC(=O)C4(C)CC(=O)C3C2(C)C1,-3544.82813
C1C(O)CC2=CCC3C4CCC(=O)C4(C)CCC3C2(C)C1,-3303.46313
O=C1C2(C(C3CCC4C(C3CC2)(C)CCCC4)CC1)C,-3035.28182
C1C(O)CC2CCC3C4CCC(=O)C4(C)CCC3C2(C)C1,-3330.87005
C1C(O)CC2CCC3C4CCC(=O)C4(C)CC(O)C3C2(C)C1,-3626.19744
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,-3679.63187
CN(C)CCC=C2c1ccccc1CCc3ccccc23,-2952.82646
O(c(ccc(nccc1C(O)C(N(CCC2C3C=C)C3)C2)c14)c4)C,-3742.61175
OC(C#C)(C(C(C(C(c(c(cc(O)c1)C2)c1)C3)C2)C4)(C3)C)C4,-3370.90124
c1ccc2N(C)C3C4CC5C(CC)C(O)N4C(C56)CC3(C6O)c2c1,-3770.19567
c1c(OC)cc2c(CC(=O)O)c(C)n(C(=O)C=Cc3ccccc3)c2c1,-4202.89392
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc3cccc(Oc2ccccc2)c3,-4267.77095
c1cc(O)c2C(=O)C3=C(O)C4(O)C(=O)C(C(=O)N)=C(O)C(N(C)C)C4CC3C(O)c2c1Cl,-5865.45167
c1ccc2Sc3ccc(C(#N))cc3N(CCCN4CCC(O)CC4)c2c1,-3919.99552
C1C(=O)C=C2CCC3C4CCC(C(=O)CO)C4(C5O)CC(O5)C3C2(C)C1,-4434.96554
C1C(OC(=O)C)CC2=CCC3C4CCC(=O)C4(C)CCC3C2(C)C1,-3871.95111
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C,-5003.23515
C1C(O)CC2=CCC3C4CCC(C(=O)C)C4(C)CCC3C2(C)C1,-3603.08028
O=C(N)C(=C(O)C(N(C)C)C(C1(O)C(O)=C(C2C(O)(c(c3c(O)cc4)c4Cl)C)C3=O)C2)C1=O,-6015.73249
COc2ccc1C(OC(=O)c1c2OC)C4N(C)CCc5cc3OCOc3c(OC)c45,-5263.78864
CC3C2C(O)C1C(N(C)C)C(=C(C(N)=O)C(=O)C1(O)C(=C2C(=O)c4c(O)cccc34)O)O,-5761.78295
O=C(OC(C(C(C(C(C(C(=CC(=O)C1)C2)(C1)C)C3)C2)C4)(C3)C)C4)CC,-4021.88568
COc5cc4OCC3Oc2c1CC(Oc1ccc2C(=O)C3c4cc5OC)C(C)=C,-4892.43092
CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C,-4061.03188
O=C1C=C2C(Cl)=CC3C4CCC(C(=O)C)(OC(=O)C)C4(C)CCC3C2(C)C=C1,-4638.228
CC(=O)OCCN4CCN(CCCN2c1ccccc1Sc3ccc(Cl)cc23)CC4,-4796.03758
O=C1C=C2CCC3C4CCC(O)(C(=O)COC(=O)C(C)(C)C)C4(C)CC(O)C3C2(C)C=C1,-5452.34422
O=C(NCC(=O)O)CCC(C(C(C(C(C(C(C(C1)CC(O)C2)(C2)C)C3)C1O)C4)(C3O)C)C4)C,-5735.35582
c12C(=O)C3=C(O)C4(O)C(=O)C=C(O)C(N(C)C)C4CC3C(O)(C)c1cccc2,-4847.62961
C1C(=O)C=C2CCC3C4CCC(O)(C(=O)COC(=O)CC(C)(C)C)C4(C)CC(O)C3C2(C)C1,-5630.21113
O1C(C)C(O)C(N)C(O)C1OC2C=CC=CC=CC=CCC(C)OC(=O)C=CC(O3)C3CC(O)CC4(O)OC(C(C(=O)O)C(O)C4)C2,-8712.01254
CCC(C)CC,-926.76987
CC(C)CC(C)C,-1076.69676
CCCC=C,-749.0082
C1CC=CCC1,-872.00968
C=CCC=C,-721.13001
C1=CC=CC=CC1,-966.62346
CCCCCCC#C,-1170.94977
c1ccccc1CC,-1117.66112
c1c(C)cc(C)cc1C,-1268.04412
c(c(ccc1)CC2)(c1)C2,-1240.56218
c1ccccc1CC(C)C,-1417.61216
c1ccccc1CCCCCC,-1717.47449
c1ccccc1CCc2ccccc2,-1908.35168
c1ccc2ccccc2c1CC,-1635.86814
c1c(C)cc2ccccc2c1C,-1636.09511
c(c(ccc1)cc(c2ccc3)c3)(c1)c2,-1853.92814
Cc2c1ccccc1c(C)c3ccccc23,-2153.96625
c(c(cc(c1ccc2)c2)cc(c3ccc4)c4)(c1)c3,-2372.09761
c1ccc2ccc3c4ccccc4ccc3c2c1,-2372.39817
c1ccc2ccc3nccnc3c2c1,-1953.46561
Nc3cc2c1ccccc1ccc2c4ccccc34,-2572.27386
c(c(ccc1C)cc(c2ccc3cccc4)c34)(c1CC5)c25,-2795.27736
BrCBr,-594.6459
ClC(Cl)(Cl)Cl,-1190.01632
ClCCCl,-833.78913
ClC(Cl)C(Cl)Cl,-1340.38288
CCCCl,-730.43254
CC(I)C,-686.88886
BrCC(Br)C,-894.82883
BrCCCC,-835.83049
CC(Cl)C(Cl)C,-1134.09377
BrCCC(C)C,-985.81577
CCCCCCCCBr,-1435.59079
CCCCCCCBr,-1285.68577
BrC=CBr,-716.82463
ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-3163.40671
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,-2091.77948
c1ccccc1Br,-1026.53096
c1cccc(Cl)c1Br,-1280.01829
c1ccc(Br)cc1Br,-1235.45144
c1cc(Br)cc(Br)c1Br,-1444.31897
c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-2084.82885
c1ccc(F)cc1F,-1722.01603
c1ccccc1c2ccc(Cl)cc2,-1861.95666
c1cc(Cl)ccc1c2c(Cl)cccc2,-2115.55667
c1cccc(Cl)c1c2c(Cl)ccc(Cl)c2,-2369.11913
c1cc(Cl)c(Cl)cc1c2c(Cl)cccc2,-2368.99977
c1ccccc1c2c(Cl)c(Cl)c(Cl)c(Cl)c2,-2622.2889
c1c(Cl)ccc(Cl)c1c2c(Cl)cccc2Cl,-2622.67746
c1c(Cl)ccc(Cl)c1c2c(Cl)c(Cl)c(Cl)cc2,-2875.99192
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1c2ccccc2,-2875.72481
c1c(Cl)ccc(Cl)c1c2c(Cl)c(Cl)c(Cl)c(Cl)c2,-3129.38534
c1cc(Cl)c(Cl)c(Cl)c1c2c(Cl)c(Cl)c(Cl)cc2,-3129.35597
Clc1c(Cl)cc(Cl)c(Cl)c1c2c(Cl)c(Cl)cc(Cl)c2Cl,-3636.34687
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-2922.27546
c(c(ccc1Br)ccc2)(c2)c1,-1544.77331
CCCC(O)C,-1072.15455
OCC(C)(C)C,-1072.05653
CC(C)C(C)CO,-1222.01688
CC(C)CCCO,-1221.98193
OC(C(C)(C)C)C,-1222.14762
OC(CCCCC)C,-1372.11015
OCC(C)CC(C)C,-1371.92249
CC(C)C(O)(C)CC,-1372.17174
CC(O)(C)C(C)(C)C,-1372.21707
CCC(C)(O)CCCC,-1522.14108
OCCCCCCCCCC,-1821.825
OCc(ccc(c1)C)c1,-1412.91377
Oc(c(O)ccc1)c1,-1408.34124
c1ccc(C)cc1O,-1263.19406
Oc(c(ccc1C)C(C)C)c1,-1713.16059
Oc(ccc(c1ccc2)c2)c1,-1631.25241
CCCC=O,-894.73182
O=CCCCCCCCC,-1644.36388
O=CC(OC=C1)=C1,-1257.2064
O=C(CCCC1)C1,-1167.94939
O=C(CCCCCCC)C,-1644.89782
C1(=O)C=CC(=O)C=C1,-1380.14293
O=C(c(cccc1)c1)c(cccc2)c2,-2026.27323
O=C(O)CCC(=O)O,-1754.78198
CCCCCCCCCC(=O)O,-2090.57659
O=C(O)c(cccc1C)c1,-1681.66799
O=C(O)C=Cc(cccc1)c1,-1803.71122
O=C(O)Cc(c(c(ccc1)cc2)c1)c2,-2199.77272
O=C(O)C(c(cccc1)c1)c(cccc2)c2,-2472.12211
O=C(O)CCCCCCCCCCCCC,-2690.40637
O=COCC,-1040.26274
O=C(OCC)CC,-1340.50924
O=C(OCC)CCC,-1490.47188
O=C(OCCC)CCC,-1640.43847
O=C(OCC)CCCCC,-1790.39962
O=C(OCC)CCCCCCCC,-2240.25695
O=C(OC)c(cccc1)c1,-1681.01829
O=C(OCCCC)c(c(ccc1)C(=O)OCCCC)c1,-3444.25911
CCOCC,-921.77199
COC(C)(C)C,-1071.88003
CCCOC(C)C,-1221.80728
c1ccccc1OC,-1262.53542
O(C1c(cccc2)c2)C1,-1384.32653
CCCCOCCO,-1516.91956
O=C(C(O)(C(C(C(C(C(C(=CC(=O)C1)C2)(C1)C)C3O)C2)C4)(C3)C)C4)CO,-4462.42165
O=C1C=C2CCC3C4CCC(O)(C(=O)COC(=O)C)C4(C)CC(O)C3C2(C)C=C1,-5002.58139
C1C(=O)C=C2CCC3C4CCC(C(=O)CO)C4(C)CCC3C2(C)C1,-3871.43185
CC12CC(O)C3(F)C(CCC4=CC(=O)CCC43C)C2CCC1(O)C(=O)CO,-4914.253
O=C(O)c(c(O)ccc1)c1,-1827.04324
O=C(OCC)c(ccc(O)c1)c1,-2126.62225
Oc(c(ccc1)Cl)c1,-1366.47277
Clc1cc(Cl)cc(Cl)c1O,-1873.41468
O=C(O)c(ccc(c1)Cl)c1,-1785.05428
ClC4=C(Cl)C5(Cl)C3C1CC(C2OC12)C3C4(Cl)C5(Cl)Cl,-3475.9224
CCCCCCN,-1126.33439
CCCCCCCCN,-1426.32818
c1ccccc1NC,-1167.22785
c1ccccc1N(C)C,-1316.90736
c(c(c(N)cc1)ccc2)(c2)c1,-1535.72274
c1c(C)ccc(C)n1,-1167.64986
c1ccc2cnccc2c1,-1385.59411
O=C(O)c(cccn1)c1,-1581.25586
n1c(C)nc(N)cc1C,-1417.61484
N(c(c(S1)ccc2)c2)=C1S,-1466.61183
c1c(O)cc2cccnc2c1,-1680.95883
CCC1(CC)C(=O)NC(=O)N(C)C1=O,-2554.50528
O=C(OC(CC(N(C1C2)C)C2)C1)C(c(cccc3)c3)CO,-3471.15559
NS(=O)(=O)c2cc(C(O)=O)c(NCc1ccco1)cc2Cl,-3914.73379
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,-2854.68303
OCCN4CCN(CCCN2c1ccccc1Sc3ccc(Cl)cc23)CC4,-4227.71225
CC(=O)Nc1nnc(S(=O)(=O)N)s1,-2555.75762
CN1CCC=C(C(=O)OC)C1,-1934.6877
C(C)(C)C1(CC)C(=O)NC(=O)NC1(=O),-2554.62856
COc2ccc(NS(=O)(=O)c1ccc(N)cc1)nn2,-3319.59851
N(C(=S)SSC(N(CC)CC)=S)(CC)CC,-2577.70462
COC1=CC(=O)CC(C)C13Oc2c(Cl)c(OC)cc(OC)c2C3=O,-4355.16577
c1cc(N)ccc1S(=O)(=O)Nc2nnc(C)s2,-2928.89566
O=C(N(c(c(C1(C(N(C2)CC(C3C4C5OC6)=C6)C3)C2)cc(OC)c7OC)c7)C14)C5,-4728.93213
Nc1ccc(cc1)S(=O)(=O)Nc2ccnn2c3ccccc3,-3542.19094
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,-2996.57163
c1cc(N)ccc1S(=O)(=O)Nc2nc(C)nc(OC)c2,-3470.6624
c1ccccc1NC(=O)C2=C(C)OCCS2(=O)=O,-3193.74185
O=C(c(cccc1C(C(=O)O)C)c1)c(cccc2)c2,-3040.19927
CN1C(=O)N(C)c2ncn(C)c2C1(=O),-2453.26633
CC1CC(C)C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2,-3522.74463
N(CCNC1)C1,-998.61544
O=C(NCC1=O)N1,-1386.18315
O=C1CCCN1C,-1217.69027
c1cccc(N)c1O,-1312.8477
O=C(OCC)N,-1240.55132
O=C(Oc(c(c(ccc1)cc2)c1)c2)NC,-2399.10219
O=C(NC)N,-995.05547
O=C(N)C=C,-917.33702
O=C(Nc(ccc(O)c1)c1)C,-1881.35089
CC(C)N(=O)=O,-1237.45448
O=N(=O)c(c(c(ccc1)cc2)c1)c2,-2096.15488
O=C(O)c(ccc(N(=O)=O)c1)c1,-2291.86479
O=N(=O)c(c(N)ccc1)c1,-1778.12043
Clc(cccc1N)c1,-1271.13377
N#Cc(c(c(c(c1C#N)Cl)Cl)Cl)c1Cl,-2421.12577
CN1C=C(c2ccccc2)C(=O)C(c3cc(C(F)(F)F)ccc3)=C1,-4401.14879
CCC(=O)Nc1ccc(Cl)c(Cl)c1,-2242.88807
CCc1cccc(CC)c1N(COC)C(=O)CCl,-3034.08128
CCS,-503.71475
NC(=S)N,-726.24389
COC(=O)NS(=O)(=O)c1ccc(N)cc1,-2848.65163
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,-2758.77012
COP(=S)(OC)Oc1ccc(SC)c(C)c1,-2848.55226
COP(=S)(OC)Oc1ccc(N(=O)=O)c(C)c1,-3282.39563
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,-3088.50975
C1C(O)CC2C(O)C(O)C3C4CCC(C(C)CCC(=O)O)C4(C)CCC3C2(C)C1,-4966.96813
N(CCNC1C)C1,-1148.79507
O=C(Nc(ccc(c1)Cl)c1)C,-1839.51577
O=C(Nc(ccc(c1)N(=O)=O)c1)C,-2346.47298
COc2ccc1C(OC(=O)c1c2OC)C4N(C)CCc5cc3OCOc3cc45,-4818.99193
O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O,-3431.92553
Oc(c(cc(c1)Cl)Cc(c(O)ccc2Cl)c2)c1,-2856.26247
Nc1c(Cl)c(Cl)nc(C(O)=O)c1Cl,-2541.36654
O=C(O)C(N)Cc(ccc(O)c1)c1,-2326.53987
CC(C)N(C(C)C)C(=O)SCC(Cl)=CCl,-2650.70939
O=C(OCCCC)c(ccc(O)c1)c1,-2426.52891
O=C(OCCC)c(cc(O)c(O)c1O)c1,-2867.13439
CCCCCOC(=O)c1ccc(N)cc1,-2481.03817
c(c(cccc1)c1)(ccc(c(cccc2)c2)c3)c3,-2399.21118
O=C(Nc(c(ccc1)Cl)c1)C,-1839.51028
N(C(CCC1)CC)C1,-1248.94447
O(c(ccc(c1)CC=C)c1)C,-1684.69993
Clc1c(Cl)c(Cl)c(Cl)c(O)c1OC,-2571.55356
O=C(NC(=S)S1)C1,-1244.14116
N1C(=O)N=C(N)C=C1,-1412.99695
O=C(O)C(N)CC(=O)N,-1858.72123
CCS(=O)(=O)CC,-1394.03328
n1ccc(O)cc1,-1162.82006
N1C(=O)NC(=O)C=C1C,-1659.32164
O(C(O)C(O)C(O)C1O)C1,-2225.89627
c1cnc2c(S)ncnc2n1,-1711.35793
O=S(=O)(N)c(cccc1)c1,-1784.84857
N(C(=S)SSC(N(C)C)=S)(C)C,-1977.85274
N1C(C)CNC(C)C1,-1298.54345
O=C(O)c(cccc1I)c1,-1741.36033
c1cnc2c(OC)ncnc2n1,-1979.36767
c1c(SC)nc2cncnc2n1,-1861.18549
N1C(=S)NC(=O)C=C1CCC,-1840.01514
Clc1c(Cl)c(Cl)c2nccnc2c1Cl,-2448.74436
O=C(O)COc(c(cc(c1)Cl)Cl)c1,-2483.27724
O=C(OC)c(c(O)ccc1)c1,-1976.62624
O=C(O)c(c(NC)ccc1)c1,-1881.25686
c1ccccc1OCC,-1412.62637
NCCc1ccc(O)cc1,-1612.61045
CC(C)CC(=O)CC(=O)C,-1763.15817
C1C(C)C(C)CCC1,-1199.62291
OC(=O)CN1C(=O)Sc2cccc(Cl)c12,-2702.96262
OC(=O)C(Oc1cc(Cl)ccc1)C,-2379.91357
O=C(OC)c(ccc(OC)c1)c1,-2126.04845
CCOc1ccc(NC(N)=O)cc1,-2230.84076
O=C(O)CCCCCCCC,-1940.6427
c1ccccc1N2C(=O)C(Cl)=C(N)C=N2,-2456.12419
O=S(=O)(Nc(nccc1)n1)c(ccc(N)c2)c2,-2875.31588
CC(=O)Nc1ccc(OC(C)=O)cc1,-2449.55746
Oc1cc2CCCCc2cc1,-1686.00132
Oc(c(ccc1C(C)C)C)c1,-1713.1857
O=C(C(CC1C2)(C2)C)C1(C)C,-1740.17047
O=C(C(CCC1C)C(C)C)C1,-1767.79879
n(c(c(c(c1)C)ccc2)c2)c1C,-1685.86959
CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O,-4844.76226
C1=CC(C2)C(C(=O)OC)C(C(=O)OC)C12,-2720.61923
c1ccccc1S(=O)(=O)NC(=O)NCCCC,-3002.85041
CCCCc1c(C)nc(NCC)nc1O,-2462.68897
c1ccc2C(=O)C(Cl)=C(NC(=O)C(Cl)Cl)C(=O)c2c1,-3427.04348
O=C1C=CC(c2cc(ccc2O)O)(C=C1)O,-2788.99132
Oc(c(ccc1O)CCCCCC)c1,-2308.39212
Ic1ccccc1C(=O)Nc2ccccc2,-2436.29652
CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-4944.3001
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,-3729.13189
Clc1ccc(cc1)C(c2ccccc2Cl)C(Cl)(Cl)Cl,-3175.69227
O=C(O)c(c(c(c(ccc1)C(=O)O)c1)ccc2)c2,-3036.07112
c1ccccc1C(=O)Oc2ccccc2,-2321.69764
O=C(C(C(=O)c(c1ccc2)c2)C1=O)C(C)(C)C,-2794.44117
CN(C)CCN(Cc1cccs1)c2ccccn2,-2710.46227
Oc1cc(O)c2C(=O)C(O)=C(c3ccc(O)cc3O)Oc2c1,-4043.81917
NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F,-5522.3546
CC(C)Oc1cc(c(Cl)cc1Cl)N2N=C(OC2=O)C(C)(C)C,-3877.32131
CCc1cccc(C)c1N(C(C)COC)C(=O)CCl,-3183.5903
O=C1C=C2CC3(O)COc4c(O)c(O)ccc4C3=C2C=C1O,-3897.75016
n(cc(C(O)(c(ccc(c1)Cl)c1)c(c(ccc2)Cl)c2)cn3)c3,-3450.91691
N1CCN=C1CN(c2ccccc2)Cc3ccccc3,-2902.15788
c1cc(O)ccc1C(C=C)C(C=C)c2ccc(O)cc2,-3043.19603
c1cc(O)ccc1C(CC)C(CC)c2ccc(O)cc2,-3098.90577
c12ccccc1nccc2C(O)C3N(C4)CCC(C4CC)C3,-3325.46268
C1(S5)C5CC2CCC3C4CCC(O)C4(C)CCC3C2(C)C1,-3211.60312
CN4CCN(CCCN2c1ccccc1Sc3ccc(Cl)cc23)CC4,-3782.48198
O=C(O)C(C(C(C(C(=C1)C=C(C2)C(C)C)C2)(CC3)C)C1)(C3)C,-3453.50527
C1C(=O)C=C2CCC3C4CCC(O)(C#C)C4(C)CCC3C2(C)C1,-3547.69875
c1ccc2OC(=O)C(C(C(=O)OCC)C3=C(O)c4ccccc4OC3=O)=C(O)c2c1,-5280.50813
NCCC(O)C(=O)NC2CC(N)C(OC1OC(CN)C(O)C(O)C1O)C(O)C2OC3OC(CO)C(O)C(N)C3O,-8053.86595
c1c(Cl)ccc(OC)c1C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2,-5683.31573
C1C(O)CC2=CCC3C4CC5OC6(OCC(C)CC6)C(C)C5C4(C)CCC3C2(C)C1,-4770.542
Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)cc2Cl,-2876.04019
O=C(OCC)c(ccc(N)c1)c1,-2031.17586
O=C(Oc(c(ccc1)C(=O)O)c1)C,-2395.11275
c1ccccc1N2C(=O)C=C(C)N2C,-2179.62882
n(c(nc(n1)NC(C)C)NCC)c1Cl,-2370.13734
CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,-2895.40219
O=C(N(C)C)Nc(ccc(c1Cl)Cl)c1,-2442.33119
O=C(N(N=CC(OC(N(=O)=O)=C1)=C1)CC2=O)N2,-3280.07533
O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,-2967.39644
O=C(N(c(c(cc(c1)Cl)C(=N2)c(cccc3)c3)c1)C)C2,-3074.70295
C1C(=O)C=C2CCC3C4CCC(O)C4(C)CCC3C2(C)C1,-3303.79428
C(C(C(C(C1Cl)Cl)Cl)Cl)(C1Cl)Cl,-2420.86678
CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,-3432.39533
O(P(OCC)(Oc(nc(nc1C)C(C)C)c1)=S)CC,-3371.88156
O=C(OC(c1cccc2)(c(ccc(O)c3)c3)c(ccc(O)c4)c4)c12,-3825.99395
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,-3788.82311
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,-3482.16193
CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O,-4366.52276
c(ccc(c1)Cl)(c1)C(c(ccc(c2)Cl)c2)C(Cl)(Cl)Cl,-3175.65044
ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-3444.41323
